Ivica Boneš
Janez Jožef Jarh
Vane Posnic
Dinko Benetič
Zvezdan Tripar
Said Potrata
Ševko Momirović
Ecio Črepnjak
Živan Kolmanko
Gzim Cunja
Ivan Jože Huang
Aleksa Parunov
Kenin Beručan
Matyas Sinovčić
Blaže Velikanje
Jožef Karol Pirkovič
Mirsad Pirić
Ishak Bunderl
Boriša Sore
Marcello Hajnže
Sakib Fakuč
Arnes Markotan
Val Adanalić
Lupčo Pepshi
Radiša Koropec
Adin Vidmajer
Lukaš Vinković
Ašim Gogić
Alojz Janez Perpar
Edoardo Daradan
Ziber Fridl
Erih Grnjak
Timej Trauner
Đuro Branilovič
Peter Franc Vujasinović
August Hedžet
Avdo Laki
Arne Onufrija
Muhamet Idžojtič
Hariz Močilar
Dag Favai
Luigi Dvoršak
Cane Vauh
Giuseppe Altbauer
Pavel Ivan Brudar
Marvin Hočevar
Jasminko Kerbler
Rude Flucher
Gustl Škafer
Božislav Balavac
Jože Lovec
Milodrag Žakelj
Vasilij Lenartič
Blaže Hojkar
Semko Madić
Ivan Janez Maloku
Sandrino Sandri
Davide Marcelan
Todor Oseli
Irenej Pammer
Bora Turniški
Orest Aljija
Werner Mehmedić
Muradif Čabraja
Leopold Franc Benec
Zija Ronner
Vido Smerdelj
Azmir Jovandić
Nail Flandja
Mentor Mokotar
Spasoja Paderčič
Ennio Drožđek
Dean Nanić
Janez Pavel Dujmenović
Nebi Gligorov
Franc Herman Blumenšajn
Huzeir Pamuković
Antonije Car
Mire Kerkoš
Dimitrije Špiljak
Maj Poberžnik
Rožle Mitrič
Vinko Buser
Borjan Kavec
Nedim Kalebić
Dimče Brotšnajder
Florjan Avman
Majk Akerman
Milivoje Krnel
Gazmen Unger
Slavoljub Šimunič
Vilijem Čondor
Alessio Farkaš
Sanjin Luketa
Arsenije Mauro
Alaga Filipšek
Svarun Mistireki
Edvard Franc Ljubej
Chris Vrečar
Mithat Ljušić
Silvester Žefran
Demis Chomicki
Sladžan Botonjić
Abedin Langeršek
Gligor Zimic
Radovan Tajzel
Slovenko Savović
Freddy Pupaher
Veselko Županič
Nikolčo Tavzelj
Adalbert Postolov
Ferucio Knechtl
Asim Korpar
Maksim Biščan
Ragip Harauer
Zehrudin Murathodžić
Nan Rambaher
Asif Vedrač
Sali Bakšič
Asmir Šehić
Benedikt Nemarnik
Imri Daničić
Jožef Karol Janev
Čamil Šušter
Endre Žmak
Markus Trup
Samil Krnjovšek
Janko Štahl
Mlađen Peršl
Jakec Ilijanić
Jozsef Voras
Miloslav Urbanaz
Ivan Andrej Hrauski
Lavrencij Kernič
Shaqir Govedič
Ašim Zolar
Arne Bernat
Sabahudin Trojanović
Jezdimir Muršić
Davorin Martin Avdimetaj
Dime Kopranović
Halim Lonzarič
Stamenko Šmejic
Nedžat Milat
Rizan Tatar
Andrew Rejc
Vujica Radilovič
Alojzij Anton Fortič
Leo Rašidović
Arben Colnerič
Sejdalija Strcaj
Miladin Velikajne
Darijo Kalabota
Sascha Vetrih
Tevž Brežič
Zlatan Žibernik
Sveto Miklič
Metodi Celar
Mirza Zirngast
Franc Milan Šenkinc
Mehmed Valentič
Rahim Nikše
Faredin Korelić
Franc Jože Peštaj
Viliam Zdolšek
Radojica Avramović
Rašid Brkinjač
Fabian Slivnjak
Ruzhdi Kosman
Lauro Neudauer
Tomica Lakičević
Nejc Krampf
Života Graiser
Sherif Aster
Vukašin Šmitek
Ivan Anton Ferle
Sandor Kolenbrand
Sergij Čemažar
Ivan Emil Žlabornik
Jurij Bencek
Dražan Breskoč
Nejc Jernej Selakovič
Edham Damše
Mite Sadik
Goran Benčić
Sead Podrenek
Amadeus Govejšek
Riza Celija
Sejfulah Đudarić
Mischel Dalmacija
Izudin Stamničar
Milodrag Petje
Radivoje Hevčuk
Nikodem Vujanić
Jernej Nejc Grgur
Spase Riccobon
Ljubislav Nedeljković
Rodoljub Lipužič
Juso Semenč
Guido Jančar
Glen Kopčič
Ralf Zahić
Kamilo Gortnar
Amet Matovski
Borisav Likosar
Sandi Steyer
Jože Krasnič
Silverij Peršuh
Ševko Lisec
Vinko Marjan Pišek
Bojan Janez Kraševec
Petja Lovrečič
Grujica Vugrek
Said Pondelek
Janko Veithauser
Nel Ivković
Aleksander Sašo Žižko
Mladjan Willevaldt
Edwin Topličanec
Avnija Štrajhar
Gerald Dubajić
Djuradj Berko
Svobodan Turjan
Sabit Jelenc
Zulfo Pincin
Svarun Burian
Ramis Škvor
Sreto Žlabornik
Marcel Progar
Ibraga Hajšen
Ferdo Stepan
Hrabroslav Seljak
Borko Lončariček
Jura Ilievski
Liam Prostor
Fridrih Bričić
Frano Ljepić
Stojčo Kurunič
Darinko Željko
Anes Rueh
Tešo Kragić
Gorgi Razdevšek
Božidar Franc Matičko
Borjan Bogosavac
Bian Dautović
William Dinič
Zajim Begić
Majk Ličer
Sado Njenjić
Sefedin Beja
Hajro Juran
Dardan Črnila
Sejdalija Ljubljankić
Obren Čičak
Eniz Blaž
Stole Ademoski
Nestor Mihelač
Stevo Beširević
Strahinja Boženk
Džabir Miklašič
Sabit Makuc
Semko Godunc
Vasja Dvoršič
Matis Opalić
Emeran Krofič
Krunoslav Malešević
Vilibald Menegalija
Ljupko Gušmirović
Boško Strainović
Otokar Jergovič
Đuro Rajer
Renej Berlinger
Arne Tairoski
Sinaj Šućur
Neim Meštrov
Elis Čanković
Edmond Hodža
Matijas Righetti
Jožef Silvester Peretić
Miloš Gul
Mesud Plahutnik
Timej Šoda
Francesco Ančimer
Milisav Pleško
Ardit Isovski
Budimir Stekić
Ernoe Gubaš
Vaskrsija Tarlać
Mejdi Rajačič
Peter Franc Vukadinović
Rizah Ridjošić
Sreten Kodelič
Tehvid Cergolj
Esad Detellbach
Armin Markulić
Tibor Androja
Hugon Auersperger
Anton Milan Pasarić
Ugo Ramović
Feho Bilalli
Spaso Sulejmani
Franc Branimir Čulibrk
Šemsi Hlebič
Valdemar Šitnik
Črt Hack
Jano Gorenak
Rok Veligovšek
Igorčo Rapajić
Idris Džakulić
Vasilij Voršnik
Žiga Jovanova
Lirim Zupet
Miklavž Štrozak
Matevž Bezenšek
Zekir Kremič
Mirnes Djujić
Vilijam Stoilova
Janez Marjan Blekič
Michel Memović
Vitan Sambol
Jonas Smuk
Mavricij Budisavljević
Svarun Merkužič
Nac Švirt
Mel Bulatović
Grujica Železen
Joco Gerčer
Nemanja Grujić
Odon Kebel
Ljuan Dragšić
Antonin Radovič
Martin Pongrac
Radan Eiselt
Rastko Starec
Vaclav Vacik
Filip Jakob Galamić
Voislav Lazarevski
Kole Smiljan
Miko Topić
Ruslan Ralevič
Vincent Ladika
Shefshet Tomsič
Nevio Kokelj
Sejad Rakanović
Mladjen Dragonić
Shaqir Lapanović
Luka Aleksander Khalil
Miloslav Šerbinek
Jorg Babarović
Elez Janašković
Edhem Marošlić
Edvin Pečko
Fahir Nograšek
Ernoe Petkovnik
Bekim Ivanišević
Memaga Šmergut
Pavel Jožef Hlačun
Pablo Pirš
Janin Keršmanc
Sejdo Kužel
Ejup Stojinović
Vittorio Gindiciosi
Korado Šenkiš
Mihajel Revinšek
Franc Mihael Klokočar
Sadrija Kroflin
Ratomir Vengušt
Remzi Nusdorfer
Devid Dessardo
Milinko Kurtušić
Vitomir Keršnik
Branimir Štangl
Dušan Franc Makalić
Ismir Korošec
Janez Pavel Vajdec
Ruslan Savin
Aleks Ornik
Mersim Bašović
Fidančo Munda
Selmo Kernc
Janez Gregurec
Istref Kolbe
Živojin Jesenek
Adriano Korpnik
Tomaž Andrej Povalej
Remigij Gorgiev
Daniel Trujanović
Viko Štampfer
Rok Popošek
Tomica Osmanović
Aziz Mantel
Mehemed Mavc
Dobroslav Šifrer
Dragoje Tubić
Nil Grdun
William Ules
Ahmo Bonič
Nijazi Moravs
Dino Rušnik
Mensud Lužar
Mathias Taškar
Šerif Kohne
Franc Jože Habijanič
Semin Troha
Johan Koci
Toma Plavac
Hafiz Anušić
Arianit Florjan
Dime Zabelaj
Jenoe Lushtaku
Fuad Antolinc
Slaven Najžer
Hubert Rauković
Janez Matija Fajs
Senaid Vajdič
Žan Luka Čorović
Elvin Joebstl
Vladan Benetič
Vincenc Jožef Stegnjaić
Jevto Kuljat
Josef Ivanović
Krešo Janžekovič
Nuredin Bračun
Hajdin Zajec
Šimun Černivc
Malić Brajdič
Rajo Muqaj
Đoni Velov
Rupert Behlić
Alem Gašparac
Žika Vesek
Danimir Harkai
Trajan Kukolj
Aldo Peša
Ahmet Kremer
Jakob Radoslav Pavković
Feliks Vujanovič
Isad Žvanut
Mirjan Polenek
Sadin Radik
Grujica Renčar
Arbnor Barrile
Theodor Krump
Oleksandr Plestenjak
Šemsudin Topličanec
Slavimir Bubnjić
Qemajl Klanjčar
Refik Beznik
Jožef Alojz Pandol
Veroljub Foltin
Alfred Figelj
Gazmen Hudina
Musa Masnec
Bojan Anton Mesarič
Sherif Herega
Zsolt Čanžek
Hilmo Seušek
Sadat Zaranšek
Kirčo Grdin
Inti Berić
Islam Balanesković
Marian Ilenič
Alaga Holeček
Alex Krantić
Ajdin Narančić
Adnan Cvjetičanin
Franc Vladimir Ritovšek
Dag Rasinec
Qendrim Turšek
Timej Santner
Ištvan Vrisk
Joel Mohenski
Radojko Jereb
Džemail Pavšer
Franc Vladimir Plak
Remigio Gadanec
Aleksander Rajnovac
Siniša Kopinya
Jonuz Bričić
Atif Beukovič
Jule Hošnjak
Nace Stefančič
Fric Božinov
Alojzij Stanislav Bazelj
Stipan Urajnar
Miroljub Gluvajić
Ožbe Simjanovski
Jožef Ciril Gaal
Melhior Gajović
Ljuljzim Ceranja
Egzon Vernekar
Huzeir Carlevaris
Fuad Zgonjanin
Oton Hukanović
Ilčo Klajne
Job Hajnrih
Čedo Mrežar
Gjuro Ilievski
Marko Jožef Muslioski
Žan Žak God
Stevica Romavh
Milazim Nuriši
Kostadin Sačer
Ado Schmidt
Damijan Zalta
Nicola Šuran
Hilmo Gradišek
Timmy Jezeršek
Markus Mutec
Omar Regina
Čamil Pirmanšek
Jano Škarica
Jernej Korajac
Avnija Šek
Franc Jože Uvera
Antonije Bešo
Dalip Pelko
Bogomir Mirko Vadnal
Alil Feldin
Sinaj Samida
Valdemar Cigelnjak
Berin Gaube
Dražan Škondra
Jagoš Buljan
Sejfula Culiberg
Spase Šafranko
Herbert Zenkovič
Damijan Rueh
Enis Gaube
Žan Luka Khalil
Mehdin Hvalc
Fahrudin Pungaršek
Roy Žunar
Cvijo Trauner
Slaviša Cegner
Laurent Sinanaj
Sefir Lekš
Valon Gredelj
Azem Vernik
Staško Haljiti
Dragiša Lesinšek
Marsel Mauko
Vojan Rushiti
Aziz Verhovc
Tomislav Gavljak
Hilmi Stamejčič
Mitat Stijepić
Jordan Kekec
Eniz Grandič
Lauro Zornik
Kanija Ahmetaj
Andrej Martin Pesek
Ejub Serap
Nijaz Smagur
Edgar Sokoli
Valent Zotlar
George Steinbuch
Strahinja Skuk
Šukri Šuklje
Vaclav Vašl
Novica Zatežić
Šućo Bobovnik
Mihec Gerkman
Dijego Smlatić
Remzi Smolec
Spasoje Rožić
Luka Salopek
Jožef Božidar Čotić
Tai Kuburić
Asmir Špringar
Behar Stroj
Alojz Slavko Frank
Indir Svete
Brahim Balde
Stanoja Brdar
Janez Pavel Muić
Nešat Vrbač
Franek Kamnik
Nurija Mildner
Mirsat Uršnik
Ramadan Čelik
Muamer Bohinc
Radoje Pečak
Idriz Polk
Urim Killer
Mersudin Teršek
Dejvi Stanjko
Roko Gardašević
Grga Stražišar
Bian Cirar
Janez Jani Strahinec
Miroljub Fatović
Ranislav Kovče
Avdi Leš
Munever Vitežnik
Jonče Brodarič
Ilčo Vončina
Veli Bokor
Armando Buzleta
Kamenko Špital
Darvin Logonder
Juso Dell Olivo
Ruben Kosl
Senko Matak
Maximilian Parunov
Nderim Močnik
Besar Ternjak
Muhidin Severkar
Šefki Smoje
Bekir Vavh
Marjan Stanislav Krečar
Vladica Pikovnik
Vedat Hauc
Ibrahim Podlipec
Lavdrim Dandić
Kadrija Rajšel
Donat Vanček
Belmin Titovšek
Azim Sejdaj
Svetislav Smrke
Avdulah Pjanić
Serhiy Njavro
Karel Majde
Milivoj Olić
Jožek Gorenji
Maximilian Radež
Asllan Vidaković
Bajrush Kadak
Qazim Šporer
Rifat Pesičer
Nan Tarkuš Trikič
Zoro Paulič
Ahmet Sabo
Isa Sejdaj
Naj Vodičar
Roky Andrenšek
Remzo Erhart
Gino Sironič
Sedin Drnovšek
Esed Šteingel
Anton Alojzij Pustoslemšek
Todor Gulič
Avguštin Markulić
Gorgi Oštrbenk
Tedej Kindlhofer
Glen Kous
Jeton Šibau
Lorenc Pinosa
Pajo Benčuku
Ernoe Prosenc
Dragiša Tehovnik
Richard Šalamun
Abdurahman Kovalenko
Besmir Zaletinger
Srđan Kremzer
Edhem Kosmajer
Shkelzen Čeglaj
Andrej Ivan Drašček
Durim Jelačin
Jaša Asllanaj
Janez Jan Klovar
Nace Prekupec
Luca Šarku
Renato Butkovič
Dare Sarajlija
Salvator Šarlah
Irvin Koban
Tonček Škodnik
Stanislav Martin Kokaš
Kristofer Prijol
Lenard Poznanović
Vlatko Vais
Helmut Domevščik
Dore Povšnar
Darin Grohar
Miroljub Majdanac
Cvjetko Bratanović
Emra Konculić
Stanislav Karlovšek
Anastazij Brkljača
Ion Čulajević
Miran Stoporko
Džordže Prešiček
Dany Messner
Todor Strasberger
Janez Martin Damijan
Špejtim Jeršinovič
Gazi Germavc
Dilaver Dilič
Din Potepan
Ostoja Jančik
Muhidin Čagalj
Fabjan Križanec
Vebija Kirbus
Volodymyr Titorić
Asim Kobašlić
Ilj Lihtenvalner
Egidij Fideršek
Rinaldo Opraus
Laszlo Barbir
Djemal Konc
Sergey Nedoh
Ragip Rimele
Werner Ljubi
Miho Bosin
Grujica Bešo
Neđat Lisja
Šandor Bajc
Slavoljub Šimunovič
Muamer Fleihtinger
Tine Štimnikar
Shemsedin Beber
Momir Matijevc
Nedo Kramer
Mauro Sekavčnik
Attila Krauberger
Volodymyr Ahec
Kojo Čmrlec
Ciril Janez Pirnik
Nasuf Kosa
Ferdi Kukolj
Đevad Sameja
Alexandru Bađari
Petar Loparič
Simeun Lindner
Kolja Gorenjak
Memet Mladenović
Valentin Hertl
Edmund Djuzić
Dezider Sarnic
Olaf Hausman
Ajas Dobrotinšek
Bedžet Brundula
Elija Čepar
Alojzije Pec
Emrah Pleničar
Sabrija Sedlšak
Lučano Murti
Gostimir Skulić
Emil Jožef Alijagić
Griša Agušević
Pavel Ivan Maričić
Zinet Kučuk
Kancijan Omrčen
Mitja Zavelcina
Radan Romanič
Amir Margetič Frajman
Wolfgang Hartman
Dore Hlačer
Marjančo Brguljašević
Konrad Nikolova
Anton Jožef Bravc
Bosiljko Dopudja
Žan Mark Vrhovšek
Etem Halitaj
Vincent Pilar
Lovre Koković
Alec Harauer
Nejko Biščić
Blagojčo Jaklovič
Ahmo Habazin
Reni Žlaus
Hakija Dadić
Žan Jan Dodić
Stanislav Alojz Rovšek
Elvedin Sredić
Ožbe Žalodec
Nazmi Fritsch
Hashim Burnič
Bernard Štampfelj
Edo Križmančič
Harun Sabolčec
Avmed Jakupec
Arianit Bacanović
Lucio Pljasković
Mihec Wang
Henrih Ajnik
Daniel Lozar
Giordano Sunčič
Elmin Marter
Lucian Uglješić
Danko Milenkovski
Semin Fanaj
Mirsad Zidi
Slavoj Ferjanc
Bahrudin Attar
Semiz Jeftenić
Mykhaylo Gajzer
Karlo Lemezović
Ivan Alojzij Rožmarin
Akif Kamiloski
Dragić Kuhta
Hieronim Šernek
Roger Živčić
Ruždi Rakuljić Zelov
Hamit Zlatkovski
Mladjen Gliebe
Denijal Travar
Hamza Trekman
Hasib Uglešić
Zvjezdan Radiković
Remigij Avanzo
Siniša Galer
Bogoslav Žbontar
Nasir Šimčić
Sehad Bubola
Dušan Anton Frlic
Alojzij Franc Fekner
Ozren Sakovič
Maximilian Dettelbach
Marin Aksalić
Gazi Hriberski
Enzo Krameršek
Nediljko Ćorluka
Andre Jarabek
Šefket Volarič
Denijal Žnidaršič
Attila Zeneli
Valdet Urajnik
Gotard Ostan
Arnold Žganc
Stašo Vasič
Ale Kamenščak
Job Klakočar
Ksaver Mojsilović
Husref Žuštovič
Pavel Ivan Marinič
Basri Apostolović
Mile Velca
Kadrija Erce
Vedat Vrbič
Vincenc Pekarović
Kirčo Weinberger
Mihael Štrlek
Stipe Spital
Sakib Veladžić
Konstantin Tojić
Draženko Šteinfelser
Sergey Ricinger
Granit Bric
Ljudovik Mamilović
Ljuben Perkolić
Filip Franc Okrogelnik
Viljam Rebselj
Dante Sakan
Abdulah Šimunič
Dobroslav Škrabelj
Dragoslav Kačičnik
Ilija Krmc
Andrej Ivan Bučer
Špejtim Hajzeri
Dragoslav Molek
Saši Knapič
Han Hvauc
Stamenko Vrviščar
Islam Retuznik
Samuel Anderle
Zakir Klobučar
Benjamin Kurpes
Ian Torkar
Edgar Kukič
Domin Tepej
Nedžib Ivešić
Karel Opeka
Joži Solič
Ivica Volf
Zakir Paunovič
Selvir Sejdiji
Dževad Čoper
Ožbolt Bavčer
Taras Valtl
Rajif Sambol
Karel Drago Mladenovič
Fabjo Rudelič
Paolo Zjačić
Dionizij Tompa
Ivor Cocej
Mischel Vidlak
Ensar Hrastel
Zilhad Fazliu
Jožef Peter Žordani
Srboljub Džafič
Husein Cvajnar
Pavel Jožef Bukva
Borko Luzar
Trivo Merčon
Anđelo Dobrosavljević
Lokman Djaniš
Draško Kunštek
Dedo Beja
Senid Rogovič
Levin Kurtović
Hari Antoni
Ljubo Maleševac
Mitjan Sinček
Liman Kvalić
Adel Pondelak
Borče Hepić
Jernej Nejc Pandurević
Ramadan Tomas
Riad Pahulje
Zvone Vuletić
Avguštin Somun
Zilhad Čoderl
Amon Peharc
Alan Tretjak
Fortunat Peharc
Marijan Jožef Homotar
Valerij Krumpič
Sergij Lauseger
Miljan Pajić
Giuliano Klokočovnik
Istref Korimšek
Mire Mališnik
Dinko Krivograd
Ramis Ikeljić
Radivoja Rosso
Jaš Bafkari
Abid Avrić
Alessio Glen
Miladin Erdelja
Nurdin Deumić
Munever Čelešnik
Odisej Vinčec
Milodrag Križanovski
Xhevat Arrigler
Jakob Rado Mantelj
Lajoš Beridan
Cvijetin Kompari
Đerđ Kus
Rexhep Lisjak
Musli Schlegl
Jovo May
Kiro Tischer
Ante Krapež
Đoni Conjar
Anei Tornič
Kalman Prica
Stane Cesar
Anđelko Pojškruh
Jevrem Gagović
Djordje Šimonić
Ševal Mohr
Martin Hanzel
Branivoj Pospišil
Faris Jurhar
Milan Emil Šiljić
Fahrudin Lemaić
Qemajl Haljeta
Timothy Ralič
Milisav Klinar
Frank Rančnik
Esat Mihalina
Tone Damjanović
Alaga Breceljnik
Sandro Štumberger
Otto Tokalić
Klemen Bajramovič
Lavdim Šercelj
Natan Bartolič
Alojzije Buhin
Radenko Cotič
Velemir Švelac
Demis Juričev
Ljubo Kurtaj
Abdurahman Feldeždi
Nuran Zobić
Julius Krajšič
Demis Cerovak
Fazli Sertić Šabec
Milivoj Selimagić
Griša Kremenšek
Laris Holec
Klavdijo Žabot
Jozsef Ferlin
Nuraga Zimerman
Anton Frančišek Šip
Paulo Velkova
Naj Bradaška
Sakip Bravič
Mattia Dergan
Maše Pertot
Leon Vdovč
Andres Tajroska
Zajim Ovijač
Defrim Kuštrin
Boris Andrej Gorski
Destan Rogovnik
Enis Ilijanić
Avgust Morato
Andi Seči
Marijo Kerenc
Milan Skrbiš
Boris Vitas
Hamo Žigman
Mito Arsenjuk
Selmir Volić
Andrej Stanislav Rankovič
Rešid Konšak
Muamer Vlahinič
Leo Grat
Riccardo Bobić
Neđat Nuhić
Nezir Janžekovič
Ozrenko Rat
Wolfgang Tišler
Fazli Berdavs
Tai Tihić
Denijal Sonnenwald
Vladko Premuš
Amon Kranjčec
Ilber Skok
Til Maslać
Januz Štopfer
Rufad Tovornik
Goce Šupek
Bian Glušac
Han Hainz
Gyula Štorga
Ozvald Šafarić
Anton Andrej Štiberc
Darvin Vizovišek
Gazi Košanc
Amos Benussi
Pajo Matuha
Marc Šavc
Lari Fabian
Dragić Moneta
Arijan Schwarzmann
Mesut Kordiš
Dany Golmajer
Mersed Živičnjak
Spaso Oček
Severin Veriš
Bego Žujo
Zore Čavec
Marjan Jože Puher
Bazilij Keglovič
Valmir Deutschbauer
Ejup Črčnik
Medžid Zlovše
Stipe Lenič
Nikša Dolar
Wolfgang Širok
Sven Delijaj
Fabijo Gluvić
Hetem Podrižnik
Ludvig Barišić Jaman
Rade Ivanković
Sadrija Žetko
Maksimilijan Kamarić
Milaim Tramšak
Martin Anton Čuturić
Andrejas Frčec
Djoko Bunderla
Manfred Lotrič
Smajl Gnedič
Sašo Pobežin
Rian Trup
Berto Luznar
Mitar Starič
Edvard Dilica
Klemen Bak
Dušan Stanislav Brandl
Gojmir Čelešnik
Tomaš Nešković
Jožef Milan Strojin
Izudin Matijevc
Dion Perbil
Sulejman Štic
Hilarij Hančik
Behar Kisovec
Radivoje Reljac
Karol Brnčić
Dragomil Lobenwein
Esad Štikovac
Remzo Toromanović
Emil Jožef Menegatti
Emeran Brates
Marjan Peter Cvitko
Roko Šormaz
Salvatore Konjačić
Medi Zavaloka
Nedjad Lazar
Emilijan Eker
Baki Bubola
Ugo Biaggio
Matjaž Kragolnik
Vesko Pojškruh
Bexhet Mazinjanin
Kaj Jačimović
Slavimir Levac
Mauricio Robinščak
Arianit Ugarak
Valdet Smolič
Paskal Domonkoš
Bruno Bendra
Marcus Petaroš
Nikolaj Obrenović
Ardian Memčić
Jaš Hobacher
Rinor Vidgaj
Tarik Kucalović
Božidar Anton Šteinberger
Irnes Gregurić
Jasmin Skačej
Murtez Tacol
Henrik Strohsack
Ilija Čečelič
Aljo Gregorec
Ešef Bađari
Laci Žgajner
Alojzij Janez Ćirić
Meriton Črešnar
Denys Mužina
Mite Pečarić
Viljan Seručnik
Vukašin Čerpes
Hamed Maričič
Altin Mandriera
Džafer Odreitz
Alfred Svečak
Andrea Goli
Vladimir Bizaj
Svitan Djošan
Jožef Dušan Ranik
Blagoje Krulić
Hamed Vrhovnik
Sebastian Petaroš
Svetomir Turan
Grga Brezić
Hadžib Huber
Živadin Lipnikar
Nebojiša Polenek
Attila Gangl
Lev Petrin
Frančišek Branko Pelzel
Rastislav Markota
Claudio Mukanović
Džavid Gnus
Sandin Čerkezović
Tomi Standeker
Mustaf Sikili
Karel Dragotin Stojan
Jožef Marijan Piberčnik
Natanael Deferri
Neno Mozetič
Ciril Janez Galovec
Skender Miže
Moamer Hekič
Sima Jelačević
Trajče Bucalo
Mehemed Krampf
Muamed Konhajzler
Uran Teržan
Omar Dovrtel
Rešid Culetto
Jacques Košele
Silverij Vinković
Hazim Dreža
Ambrož Beršič
Dore Ivanšek
Loren Vospernik
Levin Kovšca
Bakir Mersel
Amadeus Ljubin
Cvetko Meršnik
Gerald Poldauf
Hikmet Zrna
Zoran Depoli
Dževad Sumina
Elbasan Vedlin
Boris Janez Ibrišević
Al Stermšek
Svitan Dimitrova
Safer Karaič
Arben Komljenović
Alfredo Gudelj
Gyula Vavtar
Velid Kurspahić
Vitomir Kedić
Senko Štolcar
Blagoj Bergnach
Lutvo Likar
Atilij Domitar
Kire Babij
Tit Weiss
Krunoslav Preželj
Blagomir Blanuša
Voranc Forstnarič
Hamo Jarni
Fredo Fabijančić
Vojkan Satošek
Dalip Kariž
Ahmet Krasniči
Zakir Voštić
Nuredin Kanovnik
Sekula Opačak
Miho Pešak
Venčeslav Lužan
Marjan Anton Jarh
Sokol Beković
Djoko Kuerbus
Vjekoslav Ivko
Darian Lobe
Bruno Tavčer
Albion Južnič
Emiljan Wabra
Cristian Čopar
Zoki Vellacher
Donald Škrabl
Klavdij Urek
Ivano Mauri
Tony Gržinić
Erhard Mezek
Liam Senčar
Milomir Vrčko
Erni Juder
Stanislav Jožef Pižorn
Lovro Joh
Jožef Rešetič
Zlatko Valerijev
Mirso Javšovec
Vidoslav Denovnik
Islam Miani
Vide Dreier
German Kopinč
Maik Beštek
Peter Aleksander Nonne
Vesko Jin
Enes Golouh
Dobre Savicki
Jožef Dušan Komić
Jožef Alojzij Ptičak
Imri Kečkeš
Azem Jurišaga
Fausto Semić
Nikita Plavše
Joško Virčič
Aljaš Todosijević
Raul Mingotti
Yuriy Nistor
Esed Valand
Riza Stoicev
Massimiliano Franjković
Trajčo Justinek
Matjažek Smoković
Astrit Cukrov
Amer Mohorč
Zsolt Ferbežer
Nadir Djapić
Vladislav Prus
Eugen Kladušan
Lauro Vidigoj
Fric Avdulli
Kalman Pečarič
Fabian Colnar
Junuz Prosenjak
Frančišek Branko Mertuek
Vojmir Ipsa
Sadik Hull
Arben Tittl
Samedin Lokovšek
Radojko Krličević
Marko Anton Kapitanović
Mevlid Glinšek
Zore Tanacković
Alojz Marjan Ljuljdjuraj
Hilmija Napotnik
Jurij Tonkovič
Mai Hrešan
Bashkim Široka
Nevij Kokalović
Selim Ćumurdžić
Sadik Prikeržnik
Egidio Kožulović
Marjan Peter Mitkovič
Hans Peter Rogač
Evald Rasperger
Sine Žniderčič
Stojadin Vidrgar
Zekerijah Tisovnik
Jože Serp
Nusmir Franci
Maurizio Peterec
Janez Stanislav Gorenčec
Teufik Kornhausler
Igor Janez Apostolovski
Tomy Kurunić
Kuzman Krevatin
Srčan Damjenić
Đemal Turkić
Đorđija Kalafatić
Santo Masalin
Michele Pezdič
Milija Perpar
Pave Pečerič
Berti Knific
Ilko Šterlek
Tilen Urbanček
Faris Marchiotti
Emilij Rusić
Sadmir Konstantinović
Erwin Ferle
Borut Deljanin
Matic Kavzer
Mihec Magolič
Mirel Gustak
Edhem Sabalić
Tibor Školc
Smajo Džomba
Hajrudin Ahmeti
Bajrush Tržan
Mišo Radoševič
Anton Mihael Vučkić
Samedin Oštrbenk
Angelo Šimunac
Dieter Drk
Rastislav Kohek
Argjend Majkus
Gavro Pupis
Rafko Maslič
Čedomir Petričevič
Nedžat Zeneli
Tasim Rauber
Urban Širca
Himzo Ridjošić
Staš Bellaqa
Malić Kruškić
Nel Juri
Matija Matic Salijaj
Štefko Delač
Nejko Režabek
Qendrim Ramač
Vedran Berišaj
Kazimir Pavelšek
Alojzij Stanislav Pečerič
Štefan Žirovec
Peter Anton Prevorčnik
Radenko Gligorijević
Gojmir Arnejčič
Izidor Štefic
Ron Arifi
Dragoja Matoh
Elmi Pijovnik
Nail Deržanič
Xheladin Metelan
Velija Greif
Silvan Sabolek
Tihomil Sladojević
Borčo Vouk
Dany Batanjski
Hari Serdar
Davud Dobrilović
Artur Halas
Mirjan Grahek
Vojko Crvelin
Kadrija Košuta
Rado Rukavina
Amadej Gudžulić
Radule Bekčić
Mirko Šenjug
Haradin Vidnjevič
Dame Laure
Mihael Milan Uduč
Endrit Riemele
Pietro Sać
Milosav Ajvazi
Pavel Jožef Bjeljarević
Dušan Anton Omeradžić
Seljim Hauptmann
Habib Doma
Mikan Špeljak
Jurček Midžaiti
Maximilian Butscher
Krešo Valh
Mihailo Mladič
Joahim Semič
Isak Knešak
Hugo Kasunić
Jako Mejavšek
Rrustem Stramič
Julijan Caf
Kastriot Habula
Xhelal Kurpes
Bajro Mingotti
Idriz Kocuvan
Vilijam Ankele
Nikolčo Vranović
Friderik Mirko Vukša
Djordjo Šviglin
Seudin Lavš
Murat Žućak
Mithad Kunstić
Krešo Gregoran
Agon Stajnko
Domenico Šuln
Đoko Kojčinović
Lenko Alenc
Ivan Alojzij Franzot
Anel Kikić
Francelj Ušen
Elvino Gluvak
Jožef Stanislav Okrošek
Tobia Durdžić
